cust_id,Count,cosine,anomaly,propensity
67557,1,1,0,0
97263,1,0,1,0
97399,1,0,1,0
97465,1,1,0,0
67401,1,1,0,0
67376,1,0,0,1
97476,1,1,0,0
97895,1,1,0,0
67036,1,0,1,0
97950,1,0,1,0
98008,1,1,0,0
66602,1,0,0,1
65064,1,0,1,0
66566,1,0,0,1
66409,1,0,0,1
98178,1,0,1,0
66360,1,0,1,0
66064,1,1,0,0
65770,1,0,1,0
98318,1,1,0,0
65752,1,1,0,0
65701,1,0,0,1
98417,1,0,1,0
65386,1,0,0,1
98519,1,1,0,0
67383,1,1,0,0
77419,1,1,0,0
75108,1,0,1,0
85275,1,1,0,0
86516,1,0,0,1
92008,1,0,0,1
86493,1,0,0,1
92130,1,0,1,0
86353,1,0,0,1
92263,1,1,0,0
92286,1,1,0,0
86336,1,0,1,0
86193,1,1,0,0
92321,1,1,0,0
85546,1,1,0,0
85390,1,0,0,1
85089,1,0,0,1
83188,1,0,1,0
92459,1,1,0,0
84929,1,1,0,0
92997,1,1,0,0
84123,1,0,1,0
84032,1,0,1,0
93045,1,0,0,1
83862,1,0,1,0
83744,1,1,0,0
83646,1,1,0,0
83580,1,0,1,0
83406,1,0,0,1
83350,1,0,0,1
86657,1,1,0,0
91835,1,0,1,0
86733,1,1,0,0
91655,1,1,0,0
90081,1,1,0,0
89730,1,0,1,0
89595,1,1,0,0
89379,1,0,1,0
89061,1,0,0,1
89007,1,1,0,0
88574,1,1,0,0
90327,1,0,1,0
88379,1,1,0,0
88075,1,0,1,0
88065,1,0,1,0
87954,1,0,1,0
87905,1,0,1,0
90670,1,0,1,0
90762,1,1,0,0
90977,1,1,0,0
91149,1,1,0,0
87562,1,0,0,1
87556,1,1,0,0
87517,1,0,0,1
91368,1,1,0,0
87512,1,0,0,1
87244,1,0,1,0
87042,1,0,0,1
86820,1,0,0,1
83239,1,1,0,0
82790,1,0,1,0
75457,1,0,0,1
77751,1,0,0,1
79246,1,1,0,0
79206,1,1,0,0
79122,1,0,0,1
79086,1,0,0,1
78878,1,1,0,0
78838,1,1,0,0
93997,1,1,0,0
78395,1,1,0,0
78166,1,1,0,0
78009,1,0,1,0
77804,1,1,0,0
77795,1,0,1,0
77634,1,0,1,0
62640,1,0,0,1
90062,1,1,0,0
94190,1,0,1,0
77044,1,1,0,0
76647,1,1,0,0
76212,1,0,0,1
76090,1,0,0,1
76042,1,1,0,0
75950,1,1,0,0
75797,1,1,0,0
94299,1,0,0,1
94476,1,1,0,0
75490,1,1,0,0
79259,1,0,0,1
93898,1,1,0,0
79615,1,0,1,0
79676,1,1,0,0
82302,1,0,1,0
82257,1,0,0,1
82159,1,1,0,0
82140,1,1,0,0
93074,1,0,0,1
81603,1,1,0,0
81472,1,0,0,1
93078,1,0,1,0
81070,1,1,0,0
81044,1,0,1,0
93295,1,0,1,0
93484,1,1,0,0
93640,1,0,0,1
80871,1,0,1,0
80809,1,1,0,0
80780,1,1,0,0
80742,1,1,0,0
80723,1,0,0,1
80398,1,1,0,0
93703,1,0,1,0
80282,1,0,1,0
80009,1,0,1,0
79866,1,0,1,0
79840,1,0,0,1
93855,1,1,0,0
82729,1,0,0,1
10103,1,1,0,0
62391,1,0,1,0
27438,1,0,1,0
26480,1,1,0,0
26922,1,1,0,0
26978,1,0,0,1
27057,1,1,0,0
27190,1,1,0,0
27364,1,1,0,0
27572,1,1,0,0
29953,1,1,0,0
27841,1,0,0,1
27844,1,1,0,0
27856,1,1,0,0
27927,1,0,0,1
28064,1,0,0,1
28579,1,1,0,0
26465,1,0,1,0
26223,1,0,0,1
26133,1,1,0,0
25952,1,1,0,0
25449,1,1,0,0
25111,1,0,1,0
24589,1,1,0,0
24365,1,1,0,0
24070,1,0,0,1
23978,1,1,0,0
23770,1,1,0,0
23436,1,1,0,0
23244,1,0,1,0
23240,1,1,0,0
22926,1,1,0,0
22795,1,1,0,0
22760,1,0,1,0
29107,1,0,1,0
30238,1,1,0,0
37681,1,0,0,1
35540,1,1,0,0
34731,1,0,1,0
34746,1,1,0,0
34806,1,0,1,0
35000,1,1,0,0
35061,1,0,1,0
35477,1,1,0,0
35582,1,0,0,1
30438,1,1,0,0
36299,1,0,1,0
36441,1,1,0,0
36527,1,1,0,0
36562,1,0,1,0
36616,1,0,0,1
36741,1,1,0,0
34402,1,0,0,1
34372,1,1,0,0
33825,1,0,1,0
33412,1,1,0,0
33082,1,0,1,0
32787,1,0,1,0
32532,1,0,0,1
32235,1,1,0,0
32107,1,0,1,0
31840,1,1,0,0
31741,1,1,0,0
31542,1,0,1,0
31395,1,0,1,0
31152,1,1,0,0
31062,1,0,1,0
30703,1,1,0,0
30679,1,0,1,0
22553,1,1,0,0
22393,1,0,1,0
22330,1,1,0,0
12848,1,1,0,0
11719,1,0,1,0
11822,1,0,0,1
11846,1,1,0,0
12342,1,0,0,1
12770,1,0,0,1
12773,1,1,0,0
13472,1,0,1,0
22196,1,1,0,0
13487,1,1,0,0
13527,1,1,0,0
13638,1,1,0,0
13667,1,1,0,0
13760,1,0,1,0
13827,1,1,0,0
11460,1,0,1,0
11438,1,1,0,0
11330,1,1,0,0
11236,1,0,1,0
10874,1,1,0,0
10771,1,1,0,0
10762,1,0,1,0
10759,1,1,0,0
10564,1,0,0,1
10553,1,0,1,0
10526,1,1,0,0
10456,1,1,0,0
10387,1,1,0,0
10353,1,1,0,0
10341,1,0,0,1
10322,1,1,0,0
10304,1,1,0,0
14176,1,1,0,0
14728,1,1,0,0
14751,1,0,1,0
18555,1,1,0,0
22086,1,0,0,1
21609,1,0,1,0
21385,1,0,0,1
20961,1,1,0,0
20947,1,0,1,0
20792,1,0,0,1
20487,1,1,0,0
19738,1,0,1,0
19180,1,0,0,1
19179,1,0,1,0
19052,1,1,0,0
18881,1,0,1,0
18789,1,0,0,1
18713,1,0,0,1
18252,1,0,1,0
14979,1,0,1,0
17963,1,0,1,0
17159,1,1,0,0
16770,1,0,0,1
16755,1,0,1,0
16478,1,1,0,0
16451,1,1,0,0
15626,1,0,1,0
15523,1,1,0,0
15508,1,1,0,0
15423,1,0,1,0
15239,1,1,0,0
15148,1,1,0,0
15036,1,0,0,1
14995,1,1,0,0
37673,1,1,0,0
37761,1,1,0,0
62302,1,0,1,0
52827,1,0,1,0
52530,1,0,1,0
52601,1,1,0,0
52646,1,0,1,0
52658,1,0,1,0
52660,1,1,0,0
52767,1,1,0,0
52903,1,1,0,0
56339,1,0,1,0
53397,1,0,1,0
53745,1,1,0,0
54096,1,0,0,1
54342,1,0,1,0
54570,1,1,0,0
55302,1,1,0,0
52435,1,1,0,0
52276,1,0,1,0
51905,1,1,0,0
51868,1,0,1,0
51785,1,1,0,0
51674,1,0,0,1
51616,1,1,0,0
51456,1,0,1,0
51400,1,1,0,0
51191,1,1,0,0
51143,1,0,1,0
51108,1,0,0,1
50924,1,1,0,0
50754,1,0,1,0
50669,1,1,0,0
50543,1,0,0,1
50504,1,1,0,0
56020,1,0,1,0
56667,1,1,0,0
37762,1,0,1,0
60571,1,1,0,0
59301,1,1,0,0
60013,1,1,0,0
60040,1,0,0,1
60123,1,1,0,0
60159,1,1,0,0
60357,1,1,0,0
60843,1,0,0,1
56805,1,0,0,1
60950,1,1,0,0
61395,1,0,1,0
61486,1,1,0,0
61619,1,1,0,0
61687,1,0,0,1
61735,1,1,0,0
59253,1,0,0,1
58756,1,1,0,0
58674,1,1,0,0
58540,1,1,0,0
58331,1,1,0,0
58306,1,0,1,0
58234,1,0,1,0
58219,1,1,0,0
58097,1,1,0,0
57884,1,0,0,1
57719,1,0,0,1
57702,1,0,0,1
57450,1,0,1,0
57306,1,0,0,1
57289,1,0,1,0
56939,1,1,0,0
56891,1,1,0,0
50435,1,1,0,0
50269,1,0,1,0
49991,1,0,1,0
42076,1,1,0,0
41483,1,0,1,0
41489,1,0,0,1
41698,1,1,0,0
41700,1,0,0,1
41819,1,0,1,0
41888,1,1,0,0
42125,1,1,0,0
49825,1,1,0,0
42289,1,0,0,1
42793,1,0,0,1
42857,1,1,0,0
42989,1,1,0,0
43470,1,1,0,0
43823,1,1,0,0
41479,1,0,0,1
41184,1,0,1,0
41136,1,0,0,1
40973,1,0,1,0
40717,1,0,0,1
40526,1,1,0,0
39682,1,1,0,0
39359,1,0,1,0
39340,1,0,0,1
39276,1,1,0,0
38962,1,1,0,0
38859,1,0,0,1
38288,1,0,0,1
37967,1,1,0,0
37924,1,1,0,0
37904,1,0,0,1
37876,1,1,0,0
43941,1,1,0,0
44004,1,0,0,1
44059,1,0,0,1
46303,1,0,1,0
49729,1,0,1,0
49314,1,1,0,0
48951,1,0,0,1
48890,1,0,0,1
48825,1,1,0,0
48719,1,0,1,0
48398,1,0,1,0
48038,1,1,0,0
48025,1,0,1,0
47519,1,0,1,0
47412,1,0,1,0
47242,1,0,0,1
47230,1,1,0,0
46684,1,1,0,0
46201,1,0,1,0
44189,1,1,0,0
46174,1,0,1,0
45696,1,0,1,0
45385,1,0,0,1
45294,1,1,0,0
45207,1,1,0,0
45178,1,1,0,0
44817,1,0,1,0
44678,1,0,0,1
44677,1,0,0,1
44673,1,1,0,0
44464,1,0,0,1
44378,1,0,1,0
44256,1,1,0,0
44225,1,0,0,1
56373,1,0,1,0
