cust_id,Count,cosine,anomaly,propensity
77795,1,0,1,0
77783,1,0,0,1
77751,1,0,0,1
77682,1,0,1,0
82790,1,0,1,0
83239,1,1,0,0
88065,1,0,1,0
83350,1,1,0,0
87912,1,0,0,1
87905,1,0,1,0
87562,1,0,0,1
87517,1,0,0,1
87512,1,0,0,1
87042,1,0,0,1
86820,1,0,0,1
86662,1,0,0,1
86493,1,0,0,1
86353,1,0,0,1
85390,1,0,0,1
85341,1,0,1,0
85174,1,0,0,1
84936,1,0,0,1
84255,1,0,1,0
84123,1,0,1,0
84033,1,0,1,0
84032,1,0,1,0
83862,1,0,1,0
83841,1,1,0,0
83815,1,0,1,0
83623,1,1,0,0
83580,1,0,1,0
83406,1,0,0,1
83383,1,0,0,1
62404,1,0,1,0
55302,1,0,0,1
62391,1,0,1,0
25111,1,0,1,0
27506,1,0,1,0
27486,1,0,1,0
27041,1,1,0,0
26978,1,0,0,1
26223,1,0,0,1
26148,1,0,1,0
25919,1,0,1,0
25879,1,0,1,0
25876,1,0,0,1
25875,1,0,1,0
25684,1,0,0,1
25435,1,0,0,1
25006,1,0,0,1
22551,1,0,1,0
24695,1,0,0,1
24070,1,0,0,1
23808,1,0,1,0
23673,1,1,0,0
23255,1,0,0,1
23244,1,0,1,0
23240,1,1,0,0
23070,1,0,1,0
22926,1,1,0,0
22819,1,0,1,0
22760,1,0,1,0
22689,1,0,1,0
27841,1,0,0,1
27927,1,0,0,1
28418,1,0,0,1
28431,1,1,0,0
34555,1,0,1,0
34402,1,0,0,1
33082,1,0,1,0
32787,1,0,1,0
32728,1,1,0,0
32671,1,0,1,0
32532,1,0,0,1
32338,1,0,1,0
32111,1,0,1,0
32107,1,0,1,0
32054,1,0,1,0
31840,1,0,1,0
31542,1,0,1,0
31395,1,0,1,0
31255,1,0,0,1
30760,1,0,1,0
30679,1,0,1,0
30437,1,1,0,0
30401,1,0,0,1
30238,1,1,0,0
29986,1,0,0,1
29905,1,0,1,0
29577,1,0,0,1
29496,1,0,1,0
29107,1,0,1,0
22570,1,0,0,1
22397,1,0,1,0
61889,1,0,1,0
12732,1,0,1,0
15036,1,0,0,1
14979,1,0,1,0
14751,1,0,1,0
14348,1,0,0,1
14136,1,0,0,1
13916,1,0,0,1
13760,1,0,1,0
13753,1,1,0,0
13748,1,0,1,0
13543,1,1,0,0
13472,1,0,1,0
12770,1,0,0,1
12342,1,0,0,1
22393,1,0,1,0
12283,1,0,1,0
11822,1,1,0,0
11777,1,1,0,0
11719,1,0,1,0
11675,1,0,0,1
11376,1,0,0,1
11236,1,0,1,0
11065,1,0,0,1
10762,1,0,1,0
10553,1,0,1,0
10353,1,1,0,0
10341,1,0,0,1
15239,1,1,0,0
15626,1,0,1,0
16053,1,0,0,1
16451,1,0,1,0
22086,1,0,0,1
22019,1,1,0,0
21985,1,0,0,1
21776,1,0,0,1
21742,1,0,1,0
21661,1,0,0,1
21609,1,0,1,0
21558,1,0,1,0
21523,1,1,0,0
21385,1,1,0,0
21149,1,0,1,0
20947,1,0,1,0
20792,1,0,0,1
20595,1,0,0,1
20003,1,0,1,0
19523,1,0,0,1
19180,1,0,0,1
18789,1,0,0,1
18713,1,0,0,1
18670,1,1,0,0
18655,1,0,0,1
18252,1,0,1,0
17963,1,0,1,0
16770,1,0,0,1
16755,1,0,1,0
34731,1,0,1,0
35061,1,0,1,0
36000,1,0,1,0
51962,1,0,0,1
54342,1,0,1,0
54096,1,0,0,1
53887,1,0,1,0
53745,1,0,0,1
53289,1,0,0,1
53250,1,0,0,1
52962,1,0,1,0
52827,1,0,1,0
52767,1,1,0,0
52726,1,0,1,0
52658,1,0,1,0
52276,1,0,0,1
51868,1,0,0,1
36231,1,0,1,0
51797,1,0,1,0
51674,1,0,0,1
51256,1,0,0,1
51143,1,0,1,0
51108,1,0,0,1
50549,1,0,1,0
50527,1,0,1,0
50269,1,0,1,0
50099,1,0,1,0
49991,1,0,1,0
49825,1,1,0,0
49700,1,0,1,0
55191,1,0,1,0
10304,1,1,0,0
55658,1,0,0,1
56006,1,1,0,0
61838,1,0,0,1
61746,1,0,1,0
61687,1,0,0,1
60989,1,0,0,1
60900,1,0,1,0
60843,1,0,0,1
60344,1,0,0,1
60086,1,0,1,0
60040,1,0,0,1
59867,1,0,1,0
59588,1,0,1,0
59541,1,0,0,1
59253,1,0,0,1
58380,1,0,0,1
58219,1,0,1,0
58042,1,0,0,1
57884,1,0,0,1
57719,1,0,0,1
57702,1,0,0,1
57491,1,0,0,1
57450,1,0,1,0
56946,1,0,1,0
56869,1,1,0,0
56805,1,0,0,1
56373,1,0,1,0
49199,1,0,0,1
49122,1,0,1,0
48951,1,0,0,1
41774,1,0,0,1
41489,1,0,0,1
41483,1,0,1,0
41479,1,0,0,1
41354,1,0,0,1
41219,1,0,0,1
41184,1,0,1,0
40973,1,0,1,0
40423,1,0,0,1
39465,1,0,0,1
39359,1,0,1,0
39340,1,0,0,1
38385,1,0,1,0
38004,1,0,0,1
37918,1,0,0,1
37904,1,0,0,1
37883,1,0,0,1
37762,1,0,1,0
37761,1,0,0,1
37681,1,0,0,1
36859,1,0,1,0
36741,1,0,1,0
36695,1,1,0,0
36616,1,0,0,1
36562,1,0,1,0
36299,1,0,1,0
41721,1,1,0,0
41819,1,0,1,0
48890,1,0,0,1
41957,1,0,0,1
48719,1,0,1,0
48600,1,0,0,1
48398,1,0,1,0
48384,1,0,1,0
48166,1,0,1,0
48025,1,0,1,0
47855,1,0,0,1
47519,1,0,1,0
47412,1,0,1,0
47242,1,0,0,1
46731,1,0,0,1
46636,1,1,0,0
46303,1,0,1,0
46201,1,0,1,0
46174,1,0,1,0
45696,1,0,1,0
45207,1,1,0,0
44817,1,0,1,0
44678,1,0,0,1
44225,1,0,0,1
44059,1,0,0,1
43765,1,0,0,1
42793,1,0,0,1
42289,1,0,0,1
42195,1,0,1,0
99856,1,0,1,0
